year,title,imdbRating,ratingCount,duration
2000,Buffy - Im Bann der Dämonen Buffy vs. Dracula (TV Episode 2000),7.5,906,2520
2003,CSI - Den Tätern auf der Spur A Night at the Movies (TV Episode 2003),8.8,407,3600
2006,CSI: Miami Fade Out (TV Episode 2006),7.1,108,2580
1963,"Wagen 54\, bitte melden Toody & Muldoon Meet the Russians (TV Episode 1963)",7.8,10,1800
1997,Caroline in the City Caroline and the Monkeys (TV Episode 1997),8.2,11,1380
2003,Chappelle's Show Episode #1.7 (TV Episode 2003),7.4,84,1800
2520,Charmed - Zauberhafte Hexen Which Prue Is It\,http://www.imdb.com/title/tt0539476/,8.4,260
1990,Cop Rock The Cocaine Mutiny (TV Episode 1990),,,3600
236,Coupling - Wer mit wem? Perhaps\,coupling wer mit wem perhaps perhaps perhaps tv episode,http://www.imdb.com/title/tt0549659/,8.9
1947,Der Weg nach Rio (1947),7.4,2208,6000
2001,Cousin Skeeter Bellboyz in the Hood (TV Episode 2001),,,1800
1995,The Critic A Song for Margo (TV Episode 1995),7,34,1800
1995,The Critic I Can't Believe It's a Clip Show (TV Episode 1995),6.5,38,1800
1994,The Critic Miserable (TV Episode 1994),7.6,44,1800
2006,The Daily Show Josh Lucas (TV Episode 2006),5.4,8,1800
1985,Dallas The Verdict (TV Episode 1985),7.1,24,3600
2001,Daria Camp Fear (TV Episode 2001),7.5,54,1800
1966,The Dick Van Dyke Show Long Night's Journey Into Day (TV Episode 1966),7.7,35,1800
2002,Dinner for Five Episode #1.3 (TV Episode 2002),7.1,12,1800
2002,Dinner for Five Episode #1.4 (TV Episode 2002),7.5,12,1800
1947,Das Doppelleben des Herrn Mitty (1947),7.2,3363,6600
1999,The Directors The Films of Wes Craven (TV Episode 1999),6.8,24,3600
1964,Disney-Land Greyfriars Bobby: Part 2 (TV Episode 1964),7.7,7,3600
2005,Duck Dodgers M.M.O.R.P.D./Old McDodgers (TV Episode 2005),8,20,1800
1800,Duck Dodgers Of Course You Know\,http://www.imdb.com/title/tt0566900/,8.1,19
1997,Duckman: Private Dick/Family Man Ajax & Ajaxer (TV Episode 1997),7.2,20,1800
1995,Duckman: Private Dick/Family Man In the Nam of the Father (TV Episode 1995),6.9,14,1800
2005,Entourage Chinatown (TV Episode 2005),8.5,356,1800
2000,Alle lieben Raymond Bully on the Bus (TV Episode 2000),7.4,75,1380
2001,Cosmo & Wanda - Wenn Elfen helfen A Wish Too Far!/Tiny Timmy! (TV Episode 2001),7.2,26,1800
1947,Die zwei Mrs. Carrolls (1947),6.8,1969,5940
2001,Family Guy Brian Does Hollywood (TV Episode 2001),7.8,604,1320
1999,Farscape - Verschollen im All Throne for a Loss (TV Episode 1999),7.8,332,3000
1998,Father Ted The Mainland (TV Episode 1998),7.9,139,1440
1996,Frasier Crane vs. Crane (TV Episode 1996),8.1,166,3600
1990,Der Prinz von Bel-Air Kiss My Butler (TV Episode 1990),7.5,109,1440
1995,Friends The One Where Heckles Dies (TV Episode 1995),8.4,893,1320
1997,Friends The One Where Monica and Richard Are Just Friends (TV Episode 1997),8.3,763,1320
1995,Friends The One with the Fake Monica (TV Episode 1995),8,908,1320
2000,Friends The One with the Nap Partners (TV Episode 2000),8.9,778,1320
1947,Der Unverdächtige (1947),7.2,1274,6180
1996,Gargoyles: The Goliath Chronicles A Bronx Tail (TV Episode 1996),7,13,1800
1966,Get Smart Anatomy of a Lover (TV Episode 1966),8.2,61,1800
2004,Gilmore Girls Emily Says Hello (TV Episode 2004),8.2,116,2640
2000,Gilmore Girls The Deer Hunters (TV Episode 2000),8,183,2640
2640,Gilmore Girls They Shoot Gilmores\,http://www.imdb.com/title/tt0588221/,8.9,203
1998,Godzilla: The Series What Dreams May Come (TV Episode 1998),6.5,10,1800
1986,Golden Girls Big Daddy (TV Episode 1986),6.6,72,1800
1987,Golden Girls Dorothy's Prized Pupil (TV Episode 1987),6.8,82,1800
1978,Good Times The Snow Storm (TV Episode 1978),7.6,15,1800
1956,Texaco Star Theater (TV Series 1948–1956),7.8,64,3600
1997,Goodnight Sweetheart Come Fly with Me (TV Episode 1997),8.3,15,1800
2004,Grim & Evil Nigel Planter and the Chamber Pot of Secrets/Circus of Fear (TV Episode 2004),8.2,11,1800
2003,Grim & Evil Son of Nergal/Sister Grim/Go Kart-3000! (TV Episode 2003),6.6,8,1800
2004,Keine Gnade für Dad Pictures of Willy (TV Episode 2004),8.2,28,1800
2005,HBO First Look Cinderella Man (TV Episode 2005),6.8,6,780
2003,HBO First Look The Making of 'Master and Commander: The Far Side of the World' (TV Episode 2003),8.3,10,1500
2005,HBO First Look The Island (TV Episode 2005),5.8,5,780
2003,HBO First Look The Matrix Revolutions (TV Episode 2003),7.3,10,780
1958,Dial M for Murder (TV Movie 1958),7.5,11,
1948,Spuren im Sand (1948),7.2,5027,6360
2005,Hannity & Colmes Episode dated 12 August 2005 (TV Episode 2005),,,3600
1959,Have Gun - Will Travel Les Girls (TV Episode 1959),7.6,19,1500
1998,Hetty Wainthropp Investigates For Love nor Money (TV Episode 1998),6.8,17,2940
2004,High Chaparall Robert Englund (TV Episode 2004),7.4,12,3600
1995,Homicide The Old and the Dead (TV Episode 1995),7.1,52,3600
1800,Bezaubernde Jeannie Jeannie\,http://www.imdb.com/title/tt0609115/,7.5,51
2000,Inside the Actors Studio Episode #7.6 (TV Episode 2000),7,12,3900
1963,The Jack Benny Program Jack Directs Film (TV Episode 1963),7,16,1800
1925,Das Phantom der Oper (1925),7.8,10014,5580
1948,Berlin-Express (1948),6.9,1550,5220
1982,The Jeffersons Anatomy of a Stain (TV Episode 1982),5.5,8,1800
2003,King of Queens Bed Spread (TV Episode 2003),8.2,107,1320
2004,King of the Hill Stressed for Success (TV Episode 2004),7.6,53,1800
1998,Law & Order Disappeared (TV Episode 1998),7.7,57,2700
1993,Law & Order Profile (TV Episode 1993),8,70,3600
2003,Law & Order Under God (TV Episode 2003),7.6,52,2700
2002,Lizzie McGuire And the Winner Is (TV Episode 2002),7,22,1800
2005,Lost ...In Translation (TV Episode 2005),8.4,1761,2580
1991,Lovejoy The Black Virgin of Vladimir (2 of 2) (TV Episode 1991),7.4,14,3000
1977,M*A*S*H The Winchester Tapes (TV Episode 1977),7.5,85,1500
1948,Spiel mit dem Tode (1948),7.7,4201,5700
1979,M*A*S*H The Yalu Brick Road (TV Episode 1979),8,102,1440
1955,MGM Parade Episode #1.14 (TV Episode 1955),5.7,7,1800
1997,Verrückt nach dir The Birth: Part 2 (TV Episode 1997),7.7,32,1680
1994,Eine schrecklich nette Familie Dud Bowl (TV Episode 1994),6.4,181,1320
1997,Martin One Flew over the Hoochie's Nest (TV Episode 1997),6.5,6,1800
1986,Mike Hammer Mistress for the Prosecution (TV Episode 1986),,,3600
2005,Monk Mr. Monk and the Red Herring (TV Episode 2005),8.7,238,2820
1972,Monty Python's Flying Circus Mr. and Mrs. Brian Norris' Ford Popular (TV Episode 1972),8.4,160,1800
1972,Monty Python's Flying Circus Salad Days (TV Episode 1972),8.7,150,1800
1948,Gun Man (1948),6.9,1110,5280
1986,Das Model und der Schnüffler Witness for the Execution (TV Episode 1986),7.6,67,2880
1999,Movie Stars Mothers & Brothers (TV Episode 1999),,,1800
1979,Die Muppet Show Sylvester Stallone (TV Episode 1979),8,40,1800
1995,Mord ist ihr Hobby Death 'N Denial (TV Episode 1995),7.2,38,5580
1995,Murphy Brown Miller's Crossing (TV Episode 1995),8.3,13,1800
2005,"What's Up\, Dad? The Bahamas: Part 2 (TV Episode 2005)",6.6,34,1800
1997,Mystery Science Theater 3000 Agent for H.A.R.M. (TV Episode 1997),8.9,109,5820
1992,Mystery Science Theater 3000 Attack of the Giant Leeches (TV Episode 1992),8.4,154,5820
1991,Mystery Science Theater 3000 Cave Dwellers (TV Episode 1991),8.8,241,5760
1949,Gefangen (1949),7.2,1572,5280
1997,Mystery Science Theater 3000 Devil Doll (TV Episode 1997),8.2,128,5820
1991,Mystery Science Theater 3000 Gamera vs. Guiron (TV Episode 1991),8.6,108,5820
1991,Mystery Science Theater 3000 Gamera vs. Zigra (TV Episode 1991),7.8,91,5820
1992,Mystery Science Theater 3000 Hercules Unchained (TV Episode 1992),8,129,5820
1997,Mystery Science Theater 3000 Jack Frost (TV Episode 1997),8.7,167,5820
1996,Mystery Science Theater 3000 Laserblast (TV Episode 1996),8.7,248,5820
1990,Mystery Science Theater 3000 Lost Continent (TV Episode 1990),7.8,128,5820
1996,Mystery Science Theater 3000 Night of the Blood Beast (TV Episode 1996),8.6,165,5820
1948,Command Decision (1948),7.3,1380,6720
1997,Mystery Science Theater 3000 Prince of Space (TV Episode 1997),8.9,215,5820
1990,Mystery Science Theater 3000 Rocket Attack U.S.A. (TV Episode 1990),7.7,77,5820
1994,Mystery Science Theater 3000 San Francisco International (TV Episode 1994),8.3,75,5820
1995,Mystery Science Theater 3000 The Amazing Transparent Man (TV Episode 1995),7.6,64,5820
1996,Mystery Science Theater 3000 The Brute Man (TV Episode 1996),8.3,107,5820
1998,Mystery Science Theater 3000 The Deadly Bees (TV Episode 1998),8.4,116,5820
1992,Mystery Science Theater 3000 The Giant Gila Monster (TV Episode 1992),8.3,149,5820
1997,Mystery Science Theater 3000 The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies (TV Episode 1997),8.5,206,5820
1994,Mystery Science Theater 3000 The Sinister Urge (TV Episode 1994),8.6,124,5820
1998,Mystery Science Theater 3000 Werewolf (TV Episode 1998),9,338,5820
1948,The Dark Past (1948),6.5,601,4500
1993,New York Cops - NYPD Blue From Hare to Eternity (TV Episode 1993),7.7,34,2880
1997,Die Nanny You Bette Your Life (TV Episode 1997),7.4,57,1800
2005,Navy CIS Red Cell (TV Episode 2005),8,203,3600
1969,The New People Panic in the Sand (TV Episode 1969),,,2700
2004,Nip/Tuck - Schönheit hat ihren Preis Trudy Nye (TV Episode 2004),8.3,150,2640
2005,Das Büro The Fire (TV Episode 2005),8.2,848,1320
2004,Peep Show The Man Show (TV Episode 2004),8,117,1560
2003,Penn & Teller: Bullshit! Alien Abductions (TV Episode 2003),7.9,104,1800
1966,Perry Mason The Case of the Final Fade-Out (TV Episode 1966),8.6,78,3600
1990,Agatha Christie's Poirot The Adventure of the Cheap Flat (TV Episode 1990),7.6,319,3060
1948,Kleines Herz in Not (1948),7.9,4207,5400
2000,Providence The Apartment (TV Episode 2000),,,2520
2003,QI Alan (TV Episode 2003),7,48,1800
2005,QI Cockneys (TV Episode 2005),7,43,1800
2002,Queer as Folk Episode #2.8 (TV Episode 2002),8,80,2820
2004,Queer as Folk Episode #4.6 (TV Episode 2004),8.1,69,2820
2005,Queer as Folk Mr. Right (Never Broke a Promise) (TV Episode 2005),8.3,88,2820
1993,Red Dwarf Gunmen of the Apocalypse (TV Episode 1993),7.9,237,1800
3600,Remington Steele Coffee\,http://www.imdb.com/title/tt0684837/,7.1,27
1985,Remington Steele Springtime for Steele (TV Episode 1985),6.3,20,3600
1998,The Roseanne Show Episode #1.8 (TV Episode 1998),,,3600
1969,Laugh-In Episode #2.25 (TV Episode 1969),7.8,8,3600
1976,Saturday Night Live Madeline Kahn/Carly Simon (TV Episode 1976),7.7,51,5400
1989,Saturday Night Live Mel Gibson/Living Colour (TV Episode 1989),5.3,29,5400
1992,Saturday Night Live Glenn Close/Black Crowes (TV Episode 1992),6.6,15,5400
1994,Saturday Night Live John Goodman/The Pretenders (TV Episode 1994),4.9,14,5400
1993,Saturday Night Live Jeff Goldblum/Aerosmith (TV Episode 1993),5.9,32,5400
2001,Saturday Night Live Gwyneth Paltrow/Ryan Adams (TV Episode 2001),5.8,29,5400
2003,Saturday Night Live Jennifer Garner/Beck (TV Episode 2003),6.2,25,5400
1948,Hamlet (1948),7.9,9272,9300
2003,Saturday Night Live Ray Romano/Zwan (TV Episode 2003),4.1,14,5400
1977,Saturday Night Live Miskel Spillman/Elvis Costello (TV Episode 1977),6.9,26,5400
2004,Saturday Night Live Jude Law/Ashlee Simpson (TV Episode 2004),6.3,47,5400
2004,Saturday Night Live Robert De Niro/Destiny's Child (TV Episode 2004),5.9,33,5400
2006,Saturday Night Live Peter Sarsgaard/The Strokes (TV Episode 2006),6.7,35,5400
1991,Seinfeld The Deal (TV Episode 1991),8.3,647,1380
1997,Seinfeld The Junk Mail (TV Episode 1997),8.5,456,1380
1998,Sex and the City Bay of Married Pigs (TV Episode 1998),7.2,271,1800
1992,Die Simpsons A Streetcar Named Marge (TV Episode 1992),7.6,939,1800
1948,Schritte in der Nacht (1948),7.3,2554,4740
1994,Die Simpsons Another Simpsons Clip Show (TV Episode 1994),6.1,687,1800
1997,Die Simpsons El Viaje Misterioso de Nuestro Homer (TV Episode 1997),7.6,1004,1800
1995,Die Simpsons Homer the Great (TV Episode 1995),8.5,1096,1800
1995,Die Simpsons Homie the Clown (TV Episode 1995),7.6,944,1800
2002,Die Simpsons Jaws Wired Shut (TV Episode 2002),7.2,420,1800
1995,Die Simpsons King Size Homer (TV Episode 1995),8.8,1085,1800
1994,Die Simpsons Lisa's Rival (TV Episode 1994),7.5,812,1800
2003,Die Simpsons The Dad Who Knew Too Little (TV Episode 2003),7.3,375,1800
2003,Die Simpsons The Regina Monologues (TV Episode 2003),7,485,1800
1925,White Fang (1925),4.8,15,
2001,Six Feet Under - Gestorben wird immer Familia (TV Episode 2001),8.6,564,3600
2003,Six Feet Under - Gestorben wird immer Timing & Space (TV Episode 2003),8.3,320,3600
1974,Der sechs Millionen Dollar Mann Population: Zero (TV Episode 1974),7.7,66,2880
2005,Sleeper Cell Family (TV Episode 2005),7.6,58,3180
2000,Die Sopranos D-Girl (TV Episode 2000),8.6,1096,3480
1998,South Park Cow Days (TV Episode 1998),7.8,755,1320
1999,South Park Prehistoric Ice Man (TV Episode 1999),8,801,1320
1999,Spaced Battles (TV Episode 1999),8.5,353,1440
1949,Tatis Schützenfest (1949),7.5,4371,4740
2001,Chaos City The Apartment (TV Episode 2001),6.7,25,1800
1999,Sports Night What Kind of Day Has It Been? (TV Episode 1999),8.6,72,1800
1967,Raumschiff Enterprise Amok Time (TV Episode 1967),8.8,1094,3000
1967,Raumschiff Enterprise Space Seed (TV Episode 1967),8.9,1351,3000
1987,Raumschiff Enterprise - Das nächste Jahrhundert Where No One Has Gone Before (TV Episode 1987),7.5,906,2700
2006,Hotel Zack & Cody Forever Plaid (TV Episode 2006),8.3,58,1800
1973,Temperatures Rising Panic in the Sheets (TV Episode 1973),,,1800
2000,Time Gentlemen Please Date with Density (TV Episode 2000),,,1560
1992,Tiny Toon Adventures The Return of Batduck (TV Episode 1992),7.6,8,1320
1996,A Touch of Frost Unknown Soldiers (TV Episode 1996),7.8,82,6120
1963,Unglaubliche Geschichten Living Doll (TV Episode 1963),8.9,850,1560
1998,V.I.P. - Die Bodyguards Deconstructing Peri (TV Episode 1998),6.4,16,2700
1999,V.I.P. - Die Bodyguards K-Val (TV Episode 1999),5.6,10,2700
1986,Valerie Dog Day Afternoon (TV Episode 1986),,,1800
2004,The Venture Bros. The Incredible Mr. Brisby (TV Episode 2004),7.9,101,1320
2005,Veronica Mars Silence of the Lamb (TV Episode 2005),6.7,540,3600
2005,Veronica Mars Weapons of Class Destruction (TV Episode 2005),6.9,604,3600
1962,What's My Line? Episode dated 16 September 1962 (TV Episode 1962),,,1800
1988,Wer ist hier der Boß? Housekeepers Unite (TV Episode 1988),6.8,12,1800
1948,Kidnapped (1948),5.8,91,4860
2003,Will & Grace Fagmalion Part 1: Gay It Forward (TV Episode 2003),8.1,69,1320
1380,Will & Grace Girls\,http://www.imdb.com/title/tt0748792/,8.2,97
2003,Will & Grace Me and Mr. Jones (TV Episode 2003),8,66,1380
1992,Überflieger The Customer's Usually Right (TV Episode 1992),7.6,17,1800
1987,Kampf gegen die Mafia No One Gets Out of Here Alive (TV Episode 1987),8.7,23,3600
1994,Akte X - Die unheimlichen Fälle des FBI One Breath (TV Episode 1994),8.5,1238,3600
2003,"Yes\, Dear Good Squirrel Hunting (TV Episode 2003)",6.9,9,1800
2003,Zomergasten Episode #16.3 (TV Episode 2003),,,10800
2005,Zomergasten Episode #18.3 (TV Episode 2005),,,10800
1988,Die besten Jahre South by Southeast (TV Episode 1988),8.9,17,3600
1948,Bis zur letzten Stunde (1948),6.9,456,4740
1990,Die Simpsons There's No Disgrace Like Home (TV Episode 1990),7.4,1192,1800
2007,The Man from Earth (2007),8,91315,5220
2007,Beaufort (2007),6.8,3461,7860
2007,Mitten ins Herz (2007),6.6,64380,5760
7680,Der Mann\,http://www.imdb.com/title/tt0758774/,7.1,138641
6720,Mein Freund\,http://www.imdb.com/title/tt0760329/,6.5,25188
2006,Siskel & Ebert & the Movies Episode dated 21 January 2006 (TV Episode 2006),,,1800
2006,Veronica Mars Plan B (TV Episode 2006),6.4,446,2460
2009,Bakjwi (2009),7.2,24274,7980
2007,How to Rob a Bank (2007),6.2,5066,4860
2006,Es begab sich aber zu der Zeit... (2006),6.7,6965,6060
2009,Planet 51 (2009),6.1,33675,5460
1999,Mystery Science Theater 3000 Hamlet (TV Episode 1999),7.5,169,5820
2006,HBO First Look 16 Blocks (TV Episode 2006),,,780
1999,Mystery Science Theater 3000 Future War (TV Episode 1999),8.5,235,5820
2006,Malcolm mittendrin Mono (TV Episode 2006),7.7,102,1800
2004,100 höjdare (TV Series 2004– ),7.8,391,3600
2002,Alle lieben Raymond The Thought That Counts (TV Episode 2002),7.4,83,1800
2009,Brothers (2009),7.2,68321,6300
2008,Der Baader Meinhof Komplex (2008),7.4,23841,9000
2013,Nix wie weg - vom Planeten Erde (2013),5.9,14337,5340
2004,The Hitchcocks on Hitch (Video 2004),5.6,29,660
2005,Star Trek: Enterprise Observer Effect (TV Episode 2005),8.1,267,3600
2007,Mimzy - Meine Freundin aus der Zukunft (2007),6.3,16512,5400
1994,Mystery Science Theater 3000 The Dead Talk Back (TV Episode 1994),8.1,134,5820
2006,Dans Paris (2006),6.5,2855,5520
1948,Macbeth (1948),7.5,3407,5520
2004,Saturday Night Live: The Best of Tracy Morgan (Video 2004),5.5,138,
2006,12th Annual Screen Actors Guild Awards (2006),7.7,64,7200
2006,2006 Independent Spirit Awards (TV Movie 2006),7.1,63,6540
2008,Ein Schatz zum Verlieben (2008),5.6,45880,6720
2004,Fosters Haus für Fantasiefreunde Adoptcalypse Now (TV Episode 2004),7.5,20,1800
2007,Grace Is Gone (2007),6.8,7180,5100
2005,The Making of 'Sophie Scholl - Die letzten Tage' (TV Movie 2005),,,2700
2006,Dexter (TV Series 2006– ),9,351887,3600
1948,Stadt ohne Maske (1948),7.7,6777,5760
1999,Behind the Music The Day the Music Died (TV Episode 1999),8.9,7,
2007,Die Geschwister Savage (2007),7.2,28619,6840
1992,Mystery Science Theater 3000 Space Travellers (TV Episode 1992),7.9,76,5820
1994,Mystery Science Theater 3000 Teen-Age Crime Wave (TV Episode 1994),8.1,66,5820
1994,Mystery Science Theater 3000 The Starfighters (TV Episode 1994),8.1,143,5820
1992,Mystery Science Theater 3000 Tormented (TV Episode 1992),8.3,116,5820
2006,Making a Killing: Inside the International Arms Trade (Video 2006),7.2,18,900
2006,The Making of 'Lord of War' (Video 2006),7.7,53,1200
1948,Pitfall (1948),7.2,795,5160
2009,Everybody's Fine (2009),7.2,40576,5940
2007,The Signal (2007),6.1,15945,6180
2002,A Beautiful Mind: The Process of Age Progression (Video 2002),6.1,14,420
2006,Hustle - Unehrlich währt am längsten A Bollywood Dream (TV Episode 2006),7.9,106,3600
2005,Mike and Mike in the Morning (TV Series 2005– ),7.6,284,14400
2007,The Walker (2007),5.9,4098,6480
1925,Ben Hur (1925),8.1,5567,8580
2006,Death Is Beautiful: Michele Soavi Directs Dellamorte Dellamore (Video 2006),6.4,17,1680
2007,Die Solomon Brüder (2007),5.3,8470,5580
2009,Das Hundehotel (2009),5.3,12399,6000
2008,Meine himmlische Verlobte (2008),5.2,18461,5700
2008,Ong-bak 2 (2008),6.2,20157,5880
2005,Cidade dos Homens Em Algum Lugar do Futuro (TV Episode 2005),6.2,19,1800
2006,Assume the Position with Mr. Wuhl (TV Movie 2006),8.2,501,1800
2004,The Immoral Mr. Phillips (Video 2004),2.8,6,2160
2007,Mini (2007),4.9,34,5760
2006,Howard Stern on Demand The Evaluators (TV Episode 2006),,,2760
1948,Nachtclub-Lilly (1948),7.3,1188,5700
2007,American Fork (2007),6.5,526,5040
2008,Mirrors (2008),6.2,69124,6600
2012,Jack Reacher (2012),7,154573,7800
2007,The Comebacks (2007),4.1,8958,5280
2007,I Want Candy (2007),5.5,6185,5220
2006,Mise-en-abyme (2006),7.3,69,1140
2006,Entourage Guys and Doll (TV Episode 2006),8.2,346,1800
2009,Fall 39 (2009),6.2,45870,6540
2009,Coming Attractions: The History of the Movie Trailer (2009),6.2,32,7680
2008,Mamma Mia! (2008),6.4,106732,6480
2007,Namastey London (2007),7,6497,7680
2008,Oorlogswinter (2008),7.1,7492,6180
2007,Cassandras Traum (2007),6.8,37910,6480
2006,Eureka - Die geheime Stadt (TV Series 2006–2012),7.9,32257,3600
1948,Die Gezeichneten (1948),7.9,2300,6240
2008,Abgedreht (2008),6.4,71040,6120
2007,Fantastic Movie (2007),2.3,76801,5160
2006,The Dick Cavett Show with Mel Brooks (TV Movie 2006),8.3,26,3480
2006,Electroma (2006),7.1,2770,4440
2007,Joe Strummer: The Future Is Unwritten (2007),7.7,2615,7440
